Name,Address,Rating,Types,Place ID,Latitude,Longitude,Search Grid
Virchow Biotech Pvt Ltd,,4.3,point_of_interest; establishment,ChIJA3MUOmOPyzsRic_DTjEqDTg,17.5919146,78.3851113,Grid 518
Virchow Laboratories Ltd Unit-4,"H9RH+WWG, Gaddapotharam",5,health; point_of_interest; establishment,ChIJYdsrahyMyzsR1LOmZPefyEI,17.5923125,78.3798281,Grid 518
Selmar Labs Private Limited,"Unnamed Road, Chetlapotharam",4,pharmacy; store; health; point_of_interest; establishment,ChIJ4clN1_GNyzsRivE6mefYkvc,17.5940437,78.383087,Grid 518
Unit 2 - Tianish Laboratories Private Limited (Matrix Pharma Corp),"H9WM+4HW, Gaddapotharam, Ranga Reddy, Hyderabad",3.4,health; point_of_interest; establishment,ChIJ1y4jXB2MyzsRnOcHwWr3DUU,17.5953595,78.3839425,Grid 518
Standard Glass Lining Technology Limited,"Unit-2, beside Mylan Laboratories, near Chetlapotharam, Chetlapotharam",4.5,point_of_interest; establishment,ChIJ6YWHAnaPyzsROBTL5YCoFTk,17.5953575,78.3850274,Grid 518
Vitchow Biotech Pvt Ltd Unit-4,"H9WM+4HW, Hyderabad",,point_of_interest; establishment,ChIJ7eWzVgCNyzsRvBZcv5-01pE,17.5954611,78.3818249,Grid 518
Unit 1 - Tianish Laboratories Private Limited (Matrix Pharma Corp),"H9VH+MWQ, Chetlapotharam",1,point_of_interest; establishment,ChIJVQ5zDwCNyzsRWHgpsS4IQyw,17.5942032,78.379846,Grid 518
Sanchem sophin pvt ltd,"H9WJ+9MV, Chetlapotharam",,storage; point_of_interest; establishment,ChIJ2x5HXgCNyzsRGKQSXngv65Q,17.5959929,78.3816844,Grid 518
Virupaksha Organics Limited Unit-1,Gaddapotharam,4.6,health; point_of_interest; establishment,ChIJZ1LO6hyMyzsRjHi7YYgpir8,17.5950275,78.3799845,Grid 518
"KRS Pharmaceuticals Pvt. Ltd, Unit-1","H9VH+RH4, Unnamed Road, Chetlapotharam",,health; point_of_interest; establishment,ChIJGXJW7jCNyzsRtkY9IuE-s38,17.5945137,78.3789536,Grid 518
Decan Electrical Pvt Ltd,"H9WJ+G3G, Unnamed Road, Chetlapotharam",4.3,point_of_interest; establishment,ChIJv-cKyxyMyzsRLzA5ihR2gdA,17.596316,78.3801949,Grid 518
Yadaiah tiffin center,"H9QH+V59, industrial area, Khazipally",5,lodging; point_of_interest; establishment,ChIJz0bOQX2NyzsR7xUYmhXz2nU,17.589673,78.3779787,Grid 518
vivin drugs & pharmaceuticals limited,"10 & 10, Chetlapotharam",2.9,pharmacy; health; store; point_of_interest; establishment,ChIJOZhXMSeNyzsRDU1iTfv_nzc,17.5959994,78.3793049,Grid 518
"MSN Maithri Labs Pvt. Ltd, Unit-l","Sy No-14, v) M, Gaddapotharam",3.6,point_of_interest; health; establishment,ChIJMc1fgRCMyzsReSN-sr8tiOM,17.5928219,78.3725756,Grid 518
Apex Drugs ltd,"H9VF+M3J, Gaddapotharam",4.5,point_of_interest; establishment,ChIJUW5kgrWNyzsRdEtsROngJmg,17.5942093,78.3726286,Grid 518
Apitoria Pharma Private Limited Unit II,"H9WF+25M, Gaddapotharam",5,point_of_interest; health; establishment,ChIJ2Z5ddACNyzsRd9cMarjVK9E,17.5950811,78.3729325,Grid 518
"Aurobindo Pharma Limited, Unit 8","H9WF+25V, Unnamed Road, Kistaipally",3.8,point_of_interest; health; establishment,ChIJ_____wSMyzsRtv5WtYMnVlQ,17.5951013,78.3729321,Grid 518
Lucent Drugs Private Limited,"Survey No.10, Gaddapotharam Road, Jinnaram",4.8,point_of_interest; health; establishment,ChIJi2YRoa6NyzsRQ2NcI4C87fo,17.5935819,78.3757564,Grid 518
Erythro Pharma Pvt Ltd,"Mandal, Sangareddy, Erythro Pharma Pvt Ltd, Gaddapotharam Village, Dist, Jinnaram",5,point_of_interest; health; establishment,ChIJQW4J5m-NyzsRzcDD98zo5NI,17.5961328,78.372747,Grid 518
Rakshit Drugs Pvt. Ltd. Unit I,"H9WG+862, Gaddapotharam",3.2,point_of_interest; health; establishment,ChIJf1Gr1xqMyzsRpHWR4ZY6HNY,17.5957696,78.3755296,Grid 518
Sunlight Active Drug Ingredients Pvt Ltd,Gaddapotharam,4,point_of_interest; establishment,ChIJVxQfkfqNyzsRHG5zq039DSY,17.5962153,78.3758324,Grid 518
Satyadivis Pharmaceuticals Pvt. Ltd.,"Gaddapotharam Road, Sangareddy",4.6,point_of_interest; health; establishment,ChIJO291qG2NyzsRF25uV6_lCcM,17.5885414,78.3780025,Grid 518
Total Drugs and Intermediates PVT LTD,Chetlapotharam,5,health; point_of_interest; establishment,ChIJUbid0KuNyzsRPTq-pjpRFR4,17.5964045,78.3795071,Grid 518
Santosh Chem corporations,"H9WG+XX7, Kistaipally",,storage; point_of_interest; establishment,ChIJqcG9YQCNyzsRG5Nq3TknK2Q,17.5971825,78.3770706,Grid 518
Mylan Laboratories Ltd,"Rd, Gaddapotharam",5,point_of_interest; establishment,ChIJP4saHwaMyzsRjls26y98eYA,17.5991858,78.37569,Grid 518
"SARACA LABORATORIES LTD,UNIT I","SY NO 10, Gaddapotharam",,point_of_interest; establishment,ChIJsWM7ZACNyzsR7nLo0_6NZt4,17.5991858,78.37569,Grid 518
Saraca Laboratories Limited,"H9XJ+9CG, Hyderabad",4.5,health; point_of_interest; establishment,ChIJc_QSJAOMyzsRtmfepPDNt-Y,17.5984496,78.3810874,Grid 518
"Post Office, ChetlaPotharam","J92C+CWR, Chetlapotharam",,post_office; finance; point_of_interest; establishment,ChIJM7MFk5yNyzsRve_EQpcRiz0,17.6011178,78.3722625,Grid 518
Municipal commissioner office gaddapotharam,"J92C+CH3, Gaddapotharam",,point_of_interest; establishment,ChIJ-1BxdwCNyzsRwGx3Tc6snHs,17.6014503,78.3712588,Grid 518
FIRST AID CENTER,India,,health; point_of_interest; establishment,ChIJGf0nUw-MyzsRS3jngYzuKek,17.6018268,78.3723169,Grid 518
AVISHKAR INDUSTRIES PRIVATE LIMITED,"Survey no. 42/A, Alinagar, Hamlet, Chetlapotharam Gaddapotharam Gram Panchayath Jinnaram, M), Medak, Hyderabad",4.2,point_of_interest; establishment,ChIJBUwwWqiMyzsRGnxrfgPnrTQ,17.6017979,78.3849802,Grid 518
AET Laboratories Private Limited,"Gaddapotharam Road, Gaddapotharam",4.5,health; point_of_interest; establishment,ChIJVQOnPAKMyzsRABfxStvxyq8,17.6019813,78.3841734,Grid 518
Centuaty Fibre Plates Pvt Ltd. UNIT-II,Chetlapotharam,4.7,point_of_interest; establishment,ChIJE2RNvqmOyzsRPnVGCZLmLkE,17.6018884,78.3867928,Grid 518
Supernova Conductors Pvt Ltd,"J93J+3WR, Alinagar, Chetlapotharam",,point_of_interest; establishment,ChIJfRgnVwCNyzsRqP74FH4ufd8,17.6027255,78.3822624,Grid 518
Gowtam travel services,"BHEL Road, Serilingampalle (M)",5,travel_agency; point_of_interest; establishment,ChIJL86Ts9vtyzsRDdeqw8CHkgc,17.4986502,78.291833,Grid 414
BHEL Officers & Engineers Association(BOEA),"BEOA Association, LIG Colony Road, LIG Colony, Bharat Heavy Electricals Limited, Hyderabad",4.1,point_of_interest; establishment,ChIJ8VgyulLtyzsRnIqxCdL26s0,17.4991668,78.2922926,Grid 414
Brundhavanam Colony Bhel Employees Mac Housing Society Ltd,India,,point_of_interest; establishment,ChIJKV9Pjk_tyzsRzVu1k8chfZM,17.4955822,78.2823796,Grid 414
Associated Road Carriers Limited,SHOP NO. 161/15/6 OPP. MANJIRA WATER TANK SANTOSHI MATA TEMPLE LANE PATANCHERU DIST,3.1,point_of_interest; establishment,ChIJi9PLHFTtyzsR99eHp8g2hbc,17.5044291,78.2877319,Grid 414
Meeseva Center,"LIG 351 BHEL, Bharathinagar, Bharathinagar , Near Vidyabharathi School, Bharathinagar (V), Ramachandrapuram(M), Medak(D),502032, Bharat Heavy Electricals Limited, Hyderabad",2.1,local_government_office; point_of_interest; establishment,ChIJ_QuxdlTtyzsR44rEEO8zlak,17.5035306,78.2890066,Grid 414
BISMILLAH CHICKEN CENTER,India,5,store; food; point_of_interest; establishment,ChIJdeVGhU_tyzsR54OaZKPVanc,17.4952816,78.2824361,Grid 414
MacTechEdu Solutions,"LIG-439, Bharat Heavy Electricals Limited, Hyderabad",5,point_of_interest; establishment,ChIJUcedUVWNyzsRkrj-HXw1tg8,17.5024191,78.2898303,Grid 414
Devi Matching Center,"H.no-557, Bharat Heavy Electricals Limited, Serilingampalle (M)",4.3,clothing_store; store; point_of_interest; establishment,ChIJpYQjB1TtyzsRn74rpe3xAAk,17.5031603,78.2891725,Grid 414
Star Chicken Center,"S.N Colony, RC Reddy Colony, R.C.Puram, Ramachandrapuram (BHEL Township)",4.5,store; restaurant; food; point_of_interest; establishment,ChIJhyNh06vyyzsRiEt1ET35k68,17.5123991,78.2878081,Grid 414
Manne brothers building,"19-50, Bombay Colony, Bharat Heavy Electricals Limited, Hyderabad",,point_of_interest; establishment,ChIJ4-q8OgDtyzsRDWaE4VZRiiQ,17.508225,78.283571,Grid 414
World Vegetable Center - South and Central Asia,"ICRISAT Campus, near Maingate, Patancheruvu",4.4,point_of_interest; establishment,ChIJ3Zo3KabyyzsREZVnzq24ebc,17.5102803,78.2716726,Grid 414
CF Bentley Conference Center 212,"GUEST HOUSE, INTERNATIONAL CROPS RESEARCH INSTITUTE, Patancheruvu",4.6,point_of_interest; establishment,ChIJwZWzpa3zyzsRCck5mtATnPs,17.5116844,78.2746918,Grid 414
M B Miller LIFT Service Center,"Shop No 1,RCPURAM, RCPURAM, Hyderabad",,point_of_interest; establishment,ChIJ35gNXbHzyzsRcGURUbg4AvA,17.5067427,78.2818632,Grid 414
A.R.M.Electrician services,"H.NO, 26-170, Bombay Colony, Ramachandrapuram, Hyderabad",,electrician; point_of_interest; establishment,ChIJHfymC5btyzsRGJL20pkOf2o,17.5078586,78.2828399,Grid 414
"EFY Tech Center , Hyderabad","NH 9, Hyderabad",,school; point_of_interest; establishment,ChIJf6Iuo6vyyzsRLjp85Rmw4nk,17.5137733,78.2896365,Grid 414
New Gram Panchayat Office,"77HQ+6R3, Amdapur",3.7,local_government_office; point_of_interest; establishment,ChIJKX7LOX7AyzsRg8sqhgzu9u0,17.2780098,78.2895336,Grid 110
CS BOND SOLUTIONS,"grampanchayat, 113/ A, and, C/2, Nandipalle",5,general_contractor; point_of_interest; establishment,ChIJfyN7o6u5yzsRBCj5oO7UH_8,17.191339,78.3740548,Grid 16
Eco-Province by RR Corp,Syno 409 Bomraspet,5,general_contractor; point_of_interest; establishment,ChIJdS3b8_SDyzsRs-YNzs4QM-Q,17.5863997,78.6142871,Grid 530
Ramalingeshwara Technologies,Bommarasipet,,point_of_interest; establishment,ChIJeem3ObiDyzsRSIT1iRa6Etw,17.5948014,78.6048113,Grid 530
BABAGUDA Grama Panchayat Office,"HJV2+V83, Babaguda Village, Shamirpet, Mandal",4.1,local_government_office; point_of_interest; establishment,ChIJo1zcX3CDyzsRRAqVS9DtgUs,17.5946435,78.6007931,Grid 530
SRR ALUMINIUM FORMWORK PVT LTD MANUFACTURING SUPPLIERS,"Shamirpet, Secunderabad",5,point_of_interest; establishment,ChIJkXkFRgCDyzsRT_TNjGQgvEI,17.5940625,78.6024375,Grid 530
Hindustan Petroleum Corporation Limited,"Ground Floor, Shamirpet, Bommarasipet",,gas_station; point_of_interest; establishment,ChIJP4hhoa2DyzsRZezh0Sm3B9g,17.594603,78.604417,Grid 530
Anand Tuition centre,"v), shamirpet (m, Near Hanuman temple, Bommarasipet, Hyderabad",5,point_of_interest; establishment,ChIJ14UEmAuDyzsR2EIdQRzHlZo,17.5996194,78.6070377,Grid 530
LIFELINE BIO SYSTEMS,"GM4Q+4H3, Rayaraopet--Bogaram Road, Bogaram",,point_of_interest; establishment,ChIJi9j8LAB3yzsRYyc3AK3L9z4,17.5052655,78.6889341,Grid 436
Sri Sai Lakshmi Health care Centre,India,,health; point_of_interest; establishment,ChIJPUVypr13yzsRGw8DS3sg8nc,17.5074961,78.6877728,Grid 436
Post office Bogaram,"GM4Q+G3R, Bogaram",,post_office; finance; point_of_interest; establishment,ChIJ7xL5FAB3yzsRwalGnCGn9Wk,17.5062688,78.6876699,Grid 436
Chinese Fastfood Center,India,,restaurant; food; point_of_interest; establishment,ChIJa9be4MyOyzsR3UXFe02cuW4,17.608639,78.4152163,Grid 533
NSR IMPULSE KNOWLEDGE PARK CAMPUS,"JC35+69J, Dundigal",4.5,university; point_of_interest; establishment,ChIJRz5UYACPyzsRwRvw_l6EaBo,17.6030975,78.4084036,Grid 533
Ashok Pharma Services,"JC35+XCG, Dundigal",5,point_of_interest; establishment,ChIJ6xbx1CmJyzsRAELsBC5ANJk,17.604929,78.40859,Grid 533
Bell and horn consulting,"JC24+9W9, Dundigal",5,point_of_interest; establishment,ChIJs-u1FDCPyzsRHn5E8FeP1cQ,17.6015201,78.407284,Grid 533
Gousia Steaching Blouse Center,"Narsapur Road, Annaram",,point_of_interest; establishment,ChIJ4TlBhOyPyzsRb9_-nwfftrc,17.608799,78.411814,Grid 533
Balaji Electronics Sales Service Centre,"Shop 4 5, Gandimaisamma, Medchal, Dundigal",4,electronics_store; store; point_of_interest; establishment,ChIJ42ewzXePyzsRcMLuNc84L4Q,17.6089111,78.4128078,Grid 533
AUXNOMIC PRIVATE LIMITED,"Pochampalli, Dundigal",5,point_of_interest; establishment,ChIJR6BgfsuPyzsRWqBKpkwfWQQ,17.6009588,78.4169957,Grid 533
Agrodroid private limited,"LABORATORY, INSTITUTE OF AERONAUTICAL ENGINEERING, Domara Pocham Pally",5,point_of_interest; establishment,ChIJ5xIjgNuPyzsRRYt1P1Y9lO0,17.6004438,78.4168985,Grid 533
Furkha Cabin Industries Pvt Ltd,"Sy. No. 55, 8/8/2 & 528, Gandi Maisamma, Dundigal",4.9,store; point_of_interest; establishment,ChIJVW5w1J6PyzsRQ62Qt4otgLs,17.6033791,78.4138924,Grid 533
Swift Elearning Services Private Limited,"TOPAZ PLAZA, 704, Punjagutta, Hyderabad",4.8,point_of_interest; establishment,ChIJk12C0CqXyzsRFoeDM-kgN_g,17.601574,78.4141816,Grid 533
SILPA DREAM VALLEY CLUB HOUSE and SDV OWNERS WELFARE ASSOCIATION OFFICE,"F764+W9G, Tellapur, Hyderabad",5,point_of_interest; establishment,ChIJ9-HT8dbtyzsR3Dmh-cR4j4I,17.4623177,78.2559561,Grid 364
venkateshwaradiagnosticcenter,"Tondhupally N+H, Hyderabad",,hospital; health; point_of_interest; establishment,ChIJMeFD6TLtyzsRQ-lHVRFuiPU,17.4635676,78.2585895,Grid 364
⁠Stroke Rehabilitation Centre in Nallagandla,"Plot 90/c HIG and 90/D at Nallagandla, Serilingampalle (M)",,health; point_of_interest; establishment,ChIJZQ3CsUPtyzsReQ_c8zcV8rw,17.4628869,78.2557163,Grid 364
"My Home Tridasa, Tower 5","F7C5+3H3, Tellapur, Hyderabad",4.5,point_of_interest; establishment,ChIJY3HTOQDtyzsRw02ivV1q1Og,17.4701407,78.2589076,Grid 364
DynaFin Technologies Pvt. Ltd.,"Radial Road 7, Tellapur, Hyderabad",,point_of_interest; establishment,ChIJ51F2lvHtyzsRSaJvzxst6Io,17.4702051,78.2595587,Grid 364
My Home Tridasa Tower 7,"F7C5+3RF, Tellapur, Hyderabad",4.9,point_of_interest; establishment,ChIJA2cRDADtyzsRZ2FP-IF3ues,17.4701863,78.2595579,Grid 364
My Home Tridasa Tower 8,"Flat No. 207, Tower-08, My Home Tridasa, 8, Tellapur, Hyderabad",4.4,point_of_interest; establishment,ChIJe0PQZQDtyzsRuSkR5kNZf0w,17.4703575,78.2602508,Grid 364
"Myhome Tridasa, Tower 4","Tower-04, Tellapur, Hyderabad",5,point_of_interest; establishment,ChIJ5_JKTADtyzsRugoWWNRo1nw,17.4691649,78.2590039,Grid 364
"My Home Tridasa, Tower 9","F7C6+49V, Tellapur, Hyderabad",5,point_of_interest; establishment,ChIJaWbEJADtyzsRR5SnPV0-lNA,17.4703625,78.2609219,Grid 364
"MyHome Tridasa, Tower 6","F795+JRP, Tellapur, Hyderabad",5,point_of_interest; establishment,ChIJcw_9VgDtyzsRsgUmCKt0lEs,17.4693024,78.25961,Grid 364
"My Home Tridasa, Tower 2","Tower-02, Tellapur, Hyderabad",5,point_of_interest; establishment,ChIJV4eBQQDtyzsRSJyVmXk0sWo,17.4689688,78.2581992,Grid 364
Cuemath Math Learning Center | Ms Deepthi Jitta,"Tower 4, 1501, My Home Tridasa, opposite My Home Ankura, Radial Road 7, Villas, Tellapur, Hyderabad",,school; point_of_interest; establishment,ChIJy-rxnxPtyzsRcDDOmqtoNrI,17.4687,78.2586,Grid 364
My Home Knowledge Centre Tellapur,"My Home Ankura, Tellapur, Hyderabad",4.5,general_contractor; point_of_interest; establishment,ChIJb1s1K27tyzsR3Ymw5IKxc8Y,17.468675,78.2602943,Grid 364
My Home Tridasa Tower 1,"F795+7G, Tellapur, Hyderabad",5,point_of_interest; establishment,ChIJycwPIwDtyzsRAvTvaCNHVjw,17.4681869,78.2582039,Grid 364
LIC PREMIUM POINT And Policy Service Center,"Myhome Ankura road, Radial Road 7, Hyderabad",,insurance_agency; point_of_interest; establishment,ChIJh4QuRQDtyzsR8JTkBXrISvA,17.4662435,78.256929,Grid 364
My home construction cccenter,"F797+97M, My Home Ankura Main Street, Tellapur, Hyderabad",5,point_of_interest; establishment,ChIJOZjqTADtyzsRuut_SPh7NOw,17.468463,78.2631836,Grid 364
Soyaga Infra Ventures Pvt Ltd.,"Survey No 450/2, opposite My Home Tridasa, near My Home Ankura, Tellapur, Hyderabad",3.7,point_of_interest; establishment,ChIJG4BudlXtyzsRqHY7XHN1u3o,17.4686985,78.2610976,Grid 364
Mustafa complex,"87HC+2FF, Moinabad",,point_of_interest; establishment,ChIJD2x2yT7ryzsRRx4eRayKr6E,17.3275226,78.2711254,Grid 158
SRP SALES CORPORATION,India,,point_of_interest; establishment,ChIJBW6f9KHqyzsRxmykUKNdPWE,17.327749,78.2716822,Grid 158
Sri venkateshwara battery sales and services,"Padmavathi colony, near on the way drive in, plot no:4, Kanakamamidi",5,point_of_interest; establishment,ChIJlQEnWACVyzsRG25jSYIXwjA,17.3167026,78.2593521,Grid 158
HKR POULTRY AGENCY & FARMS( P) LIMITED,"PLOT NO:32 H NO : 6, 6/1, MUSTAFA HILLS, Moinabad",,point_of_interest; establishment,ChIJIReblwLByzsRWhGHjBbQRnI,17.3199532,78.2704299,Grid 158
"NCR towing services, Moinabad","beside MA motors, main road, Moinabad",5,car_rental; point_of_interest; establishment,ChIJTZCGaEzryzsRSApLWAOPtPk,17.322647,78.2658694,Grid 158
ORIENT METAL SOLUTIONS,"Chevella Road, Moinabad",,point_of_interest; establishment,ChIJwVUecLLByzsR7ALpiVDv2-0,17.3210808,78.2641808,Grid 158
Tahsil Office,"JH49+8WC, Rajiv Rahadari Road, Main Road, Karkhana, Secunderabad",5,point_of_interest; establishment,ChIJP9MpEveDyzsR2UjN8-SsS1w,17.6058241,78.5697725,Grid 541
Shameerpet Tahsildar Office,"JH49+9W8, Shamirpet, Secunderabad",,point_of_interest; establishment,ChIJmfV2JQCDyzsROnOC9lSIlpE,17.6059142,78.5698212,Grid 541
MPDO Office,Shamirpet Mandal Office,3.8,point_of_interest; establishment,ChIJQzsfbfeDyzsR4CejVUpeULs,17.6063252,78.5697931,Grid 541
Shamirpet Mandal Revenue Office,"Shamirpet Mandal Office, Secunderabad",3.1,point_of_interest; establishment,ChIJv2oyGJODyzsR6Vk7UoyNvZM,17.6062692,78.5694214,Grid 541
Mobile Tiffin Centre (DOSA ZONE) FOOD COURT,"JH49+7GW, Hyderabad - Ramagundam Road",4.5,food; store; point_of_interest; establishment,ChIJMcTXVviDyzsRe_XXqaa3Xyk,17.6057409,78.5688309,Grid 541
SLNS Chicken Center,"near Katta maisamma temple, Shamirpet, Hyderabad",,restaurant; food; point_of_interest; establishment,ChIJOSgETeaDyzsRJrggjVoqVyQ,17.6078989,78.5690718,Grid 541
LUCKY CHICKEN CENTRE,"JH59+4J9, Rajiv Rahadari Road",,restaurant; food; point_of_interest; establishment,ChIJBQaq1fmDyzsRuQjr1ufE1ns,17.6077792,78.5690993,Grid 541
SRI SATYA DIAGNOSTIC CENTER,"X Road, Aliabad, Majeedpur",5,point_of_interest; health; establishment,ChIJ2R-1ywCByzsRQsMg4WS8xfo,17.6195633,78.5711637,Grid 541
Rajdeep Automotives Pvt Ltd - Shamirpet - Maruti Suzuki Genuine Parts & Accessories,"ALIYABAD X ROAD, Karimnagar - Hyderabad Highway",4.8,car_repair; store; point_of_interest; establishment,ChIJf4-g2laByzsR-KjNxhP-9BU,17.6195452,78.5712053,Grid 541
Vinpro Paper Products India Pvt Ltd.,"JH9G+R9H, Aliabad",4.6,point_of_interest; establishment,ChIJRdpqYP2DyzsRQNPuvN5lonE,17.6195542,78.5759806,Grid 541
Ganesh advocate office,"Ratnalayam Temple, x roads, Shameerpet, Aliabad",5,point_of_interest; establishment,ChIJp35eCwCDyzsRFA3_2LkZwfI,17.619347,78.5731091,Grid 541
MK AGRO PVT LTD,"FPF9+9P3, Bibinagar",5,point_of_interest; establishment,ChIJM5xPEAB3yzsRNN4Ze9P33e0,17.4733867,78.7193108,Grid 388
Pragnathmika Svets Teknik Limited,"Sy 213, Nemarugomula",,point_of_interest; establishment,ChIJbUCzyQN3yzsRHx_pBHL_VJQ,17.4736477,78.7223704,Grid 388
Green Home Urban Agriculture Technologies Pvt Ltd,"Srinidhi Enclave, beside Srinidhi resort, Plot No-89, Ghatkesar, Kondapur",,point_of_interest; establishment,ChIJXUv6gAGdyzsRp9WVgQaM3VI,17.4604687,78.7175312,Grid 388
ANKITH TIFFIN CENTRE,"FP9G+R5C, Aushapur (S P R) - VBIT - KDM - ADIKESHAVA NAGAR - NEMURAGOMALA - NEMURAGOMALA THANDA - DHAYARA - BANDAM - RAYARAOPET - JAMEELAPET",,restaurant; food; point_of_interest; establishment,ChIJNx5A58F2yzsROpF1FMw1g2g,17.4695546,78.7253895,Grid 388
SV online services,"Vinoothna Heights, Aushapur Bypass Road, NH163, Aushapur",4,point_of_interest; establishment,ChIJZzeBKwB3yzsRrRcNu28khUI,17.46053,78.7258359,Grid 388
ROHAN PVT LIMITED,"Rohan Complex, 7/94, Aushapur",5,car_repair; point_of_interest; establishment,ChIJP06Ukmh3yzsR-EJh-rKqJYo,17.4708788,78.7257663,Grid 388
Intac Industrial Systems,"msme cluster park, Industrial area, Ibrahimpatnam",,point_of_interest; establishment,ChIJ1TAqYpGnyzsR1A3SeEUEP_M,17.230781,78.656099,Grid 65
CNC Technics Pvt Ltd - Unit 4,Ibrahimpatnam,5,point_of_interest; establishment,ChIJBaG7SgCnyzsRxPmdoKtgIhA,17.2282151,78.6537697,Grid 65
Modulus Composites Private Limited - Upcoming,"6MH5+MJ9, Unnamed Road, Ibrahimpatnam",,point_of_interest; establishment,ChIJ8YNVfhQJyzsR-J23L9rFAs4,17.2291659,78.659116,Grid 65
Sri sai infra and developers site office,"G8X9+RG5, Hyderabad",3.7,general_contractor; point_of_interest; establishment,ChIJNR5IIgCNyzsR3BCiisahim8,17.550065,78.318958,Grid 481
Company,"H857+Q7J, Hyderabad",3,point_of_interest; establishment,ChIJ73KvdQCNyzsR2eKXkrRIkYs,17.560843,78.3137238,Grid 481
VMM yuvasena office,"Medical Device Park, Dayara, Sangareddy",4,point_of_interest; establishment,ChIJMwB-MXSNyzsRBoD-37b-SYU,17.5602743,78.3132904,Grid 481
Sri Vignesh technologies india pvt LTD,"e,456/u, Plot no -2,3,4,34, 33.sy.no.456, Ameenpur, Sultanpur",5,point_of_interest; establishment,ChIJtdazQ26NyzsRck16cNkMIFo,17.5519301,78.3230595,Grid 481
Umed Pharma lab Pvt.Ltd (Analytical Devision),"H86H+F7Q, Unnamed Road, Gandigudem, Hyderabad",3.6,point_of_interest; establishment,ChIJA4mNrP2NyzsRg8PEw-Adat8,17.5612007,78.3282367,Grid 481
Shirisha food center,"Gandigudem, Hyderabad",,point_of_interest; establishment,ChIJP4FQa5-NyzsRvs44xCOCXWE,17.5620046,78.3288263,Grid 481
Ashok Road Equipment manufactures Pvt Ltd (AEW),"H84H+RRP, gangudam Road, Hyderabad",5,point_of_interest; establishment,ChIJYUFh6wqNyzsROcEQkk0MJ3s,17.557652,78.329069,Grid 481
Sultanpur Toll Plaza Exit 4,"H857+3R6, Sultanpur",5,point_of_interest; establishment,ChIJ_wdLbgCNyzsRwPFIp0R0xAk,17.5576506,78.3145172,Grid 481
Parking area washing centre,"H846+RVV, Sultanpur",,point_of_interest; establishment,ChIJNfG6HgCNyzsRX7ChepxiEQo,17.5571177,78.3121572,Grid 481
Tarun Hyd Building,"G8WC+QCF, Hyderabad",,point_of_interest; establishment,ChIJexcsEACNyzsRwIfj-rOfCqU,17.5470309,78.3210743,Grid 481
DCL Bulk Technologies Pvt Ltd,"Plot no G56/2,General park,IP-Sulthanpur,Ameenpur mandal Dist Sangareddy",4.2,point_of_interest; establishment,ChIJqySfRNyPyzsRWW0UgOl5ibk,17.5655485,78.3206916,Grid 481
VERSATILE ELECTRIC AUTO Pvt Ltd,"G 61 & 62, Industrial Park, sultanpur",5,point_of_interest; establishment,ChIJD6q6_GKNyzsRGAwAQa5eDzU,17.5650796,78.3222844,Grid 481
Kbros Aristo Pvt ltd.,"Medicaldivices park, Sultanpur Road, Hyderabad",5,point_of_interest; establishment,ChIJzeIcjWqNyzsRFQVEYXAYWV8,17.5650593,78.3228892,Grid 481
Varsun Aerospace Technologies Pvt Ltd,"Part A, General park, Plot no G58, IP, Sultanpur",4.9,point_of_interest; establishment,ChIJ_7R3EX2NyzsRcu4c43l44XU,17.5652285,78.3193663,Grid 481
RPS Industries and Developers pvt ltd.,"Patancheru Mandal General Park, Sultanpur",3,point_of_interest; establishment,ChIJubdren6NyzsRm-1IAYsSs38,17.5656428,78.3193425,Grid 481
Confluent Medical Technologies,"General Park, Plot # G55/1, IALA, Sultanpur",,point_of_interest; establishment,ChIJE6Laew6NyzsRQKQI5EyY3Vk,17.5658723,78.3226337,Grid 481
Sigachi industries limited,"Patancheru Mandal General Park, Sultanpur",4.7,health; point_of_interest; establishment,ChIJkVAmS3KNyzsRwIjhImQOzn0,17.5657944,78.3193978,Grid 481
Active Green Products Pvt Ltd Factory Sulthanpur,"Plot No.G-50, Medicaldivices Park, Sultanpur",5,point_of_interest; establishment,ChIJYxdBcj2NyzsRcUzrb_8WwN4,17.5656134,78.3234767,Grid 481
Stic On Papers Private Limited UNIT 2,"Unit - 2, Plot No. G54, General Park, Sulthanpur, Patancheruvu",5,point_of_interest; establishment,ChIJL-OmhCeNyzsRgsscPK2q6PI,17.5665589,78.3224019,Grid 481
Sadguru TechnoFab Pvt Ltd,"H889+7P, Hyderabad",5,point_of_interest; establishment,ChIJh_inf8yNyzsRfzwSUH68YM8,17.5668351,78.3196493,Grid 481
Sri BioAesthetics Pvt Ltd,"Medical Device park, Plot.No: G49, Sultanpur",4.8,point_of_interest; establishment,ChIJs9Z5XSiNyzsRR43ndhvti3s,17.5666713,78.3233544,Grid 481
Elvikon India Pvt Ltd,"Plot No: M32, Medical Devices Park, Sultanpur, Patancheruvu",4.7,point_of_interest; establishment,ChIJ96Ov02qNyzsR67M1tfD0OQ8,17.5672722,78.3202297,Grid 481
M/S BLACKBUCK ELECTRIC VEHICLES INDIA PVT LTD,"H88G+F5, G46/2, Gandigudem, Hyderabad",5,point_of_interest; establishment,ChIJq-S-1eWNyzsRH_YPaEFf1Q8,17.5661111,78.3253333,Grid 481
